Segment,Date,Session Custom Channel Group,Platform,Sessions,Total revenue,Purchases,Engaged sessions,Shipping amount,Tax amount
Good Sessions,2/12/2023,Unassigned,iOS,116,190.73,1,0,0,0
Good Sessions,2/12/2023,Unassigned,web,1044,9447.72,42,4,343,545.71
Good Sessions,2/13/2023,Affiliates,web,2095,17440.93,101,1416,803.11,988.74
Good Sessions,2/13/2023,Direct,Android,77,384.9,2,67,0,0
Good Sessions,2/13/2023,Direct,iOS,5974,12817.67,95,5157,1004,0
Good Sessions,2/13/2023,Direct,web,23522,43163.97,297,13193,3045.13,2584.78
Good Sessions,2/13/2023,Display,web,116,0,0,20,0,0
Good Sessions,2/13/2023,Email,Android,3,209.62,1,3,0,0
Good Sessions,2/13/2023,Email,iOS,8,0,0,8,0,0
Good Sessions,2/13/2023,Email,web,15456,39645.26,217,8979,1655.78,2212.03
Good Sessions,2/13/2023,Organic Search,Android,186,797.59,6,164,86.5,0
Good Sessions,2/13/2023,Organic Search,web,9329,13624.04,76,6573,886.54,1070.92
Good Sessions,2/13/2023,Organic Shopping,web,122,169.22,1,75,10,10.11
Good Sessions,2/13/2023,Organic Social,Android,46,0,0,41,0,0
Good Sessions,2/13/2023,Organic Social,web,687,662.04,5,526,77,45.24
Good Sessions,2/13/2023,Paid Search,Android,692,592.44,4,585,47,0
Good Sessions,2/13/2023,Paid Search,iOS,222,674.18,4,188,20,0
Good Sessions,2/13/2023,Paid Search,web,20469,47632.08,327,12914,3534.24,2860.51
Good Sessions,2/13/2023,Paid Social,web,10191,15709.04,109,5779,826,874.73
Good Sessions,2/13/2023,Payment Redirects,web,402,5307.23,29,280,248.5,303.46
Good Sessions,2/13/2023,Referral,web,196,656.1,4,118,76.33,81.42
Good Sessions,2/13/2023,SMS,web,14945,30916.67,167,5253,1361,1854.56
Good Sessions,2/13/2023,Unassigned,Android,44,0,0,0,0,0
Good Sessions,2/13/2023,Unassigned,iOS,101,170.58,1,0,0,0
Good Sessions,2/13/2023,Unassigned,web,985,2994.75,18,0,131.5,185.63
Good Sessions,2/14/2023,Affiliates,web,2133,11169.16,81,1448,652,596.43
Good Sessions,2/14/2023,Direct,Android,86,0,0,70,0,0
Good Sessions,2/14/2023,Direct,iOS,5942,12617.65,87,5112,1028.5,0
Good Sessions,2/14/2023,Direct,web,21201,40717.26,277,11689,2886,2352.04
Good Sessions,2/14/2023,Display,web,621,0,0,63,0,0
Good Sessions,2/14/2023,Email,Android,2,0,0,1,0,0
Good Sessions,2/14/2023,Email,iOS,6,612.45,3,6,10,0
Good Sessions,2/14/2023,Email,web,15440,38233.1,245,9741,1938.5,2084.37
Good Sessions,2/14/2023,Organic Search,Android,184,1259.97,7,162,33,0
Good Sessions,2/14/2023,Organic Search,web,8870,12451.67,67,6557,740.58,769.72
Good Sessions,2/14/2023,Organic Shopping,web,116,199.33,2,77,25.26,0
Good Sessions,2/14/2023,Organic Social,Android,40,0,0,36,0,0
Good Sessions,2/14/2023,Organic Social,web,586,1293.97,8,440,65.5,71.48
Good Sessions,2/14/2023,Organic Video,web,3,0,0,3,0,0
Good Sessions,2/14/2023,Paid Search,Android,676,885.49,6,579,62.5,0
Good Sessions,2/14/2023,Paid Search,iOS,220,0,0,199,0,0
Good Sessions,2/14/2023,Paid Search,web,19592,42527.42,329,12421,3631,2332.97
Good Sessions,2/14/2023,Paid Social,web,9739,15048.55,122,5412,1030.5,779.91
Good Sessions,2/14/2023,Paid Video,web,1,0,0,1,0,0
Good Sessions,2/14/2023,Payment Redirects,web,417,4042,27,303,244.5,241.19
Good Sessions,2/14/2023,Referral,web,174,216.95,1,105,0,0
Good Sessions,2/14/2023,SMS,web,15611,22825.5,140,6648,1245.5,1323.94
Good Sessions,2/14/2023,Unassigned,Android,31,0,0,0,0,0
Good Sessions,2/14/2023,Unassigned,iOS,110,105.31,2,0,23,0
Good Sessions,2/14/2023,Unassigned,web,1340,3480.6,26,0,238,199.47
Good Sessions,2/15/2023,Affiliates,web,2697,18703.96,100,1883,783,1052.02
Good Sessions,2/15/2023,Direct,Android,67,963.92,4,60,30,0
Good Sessions,2/15/2023,Direct,iOS,5368,10228.58,79,4724,871,0
Good Sessions,2/15/2023,Direct,web,22577,41539.05,293,12621,2993.17,2418.67
Good Sessions,2/15/2023,Display,web,1354,0,0,226,0,0
Good Sessions,2/15/2023,Email,iOS,5,106.28,1,5,10,0
Good Sessions,2/15/2023,Email,web,19165,36715.89,227,11763,1828.47,2229.93
Good Sessions,2/15/2023,Organic Search,Android,197,868.46,6,180,62,0
Good Sessions,2/15/2023,Organic Search,web,9394,15445.79,88,6790,1024.77,899.8
Good Sessions,2/15/2023,Organic Shopping,web,116,492.54,1,82,0,42.73
Good Sessions,2/15/2023,Organic Social,Android,42,0,0,40,0,0
Good Sessions,2/15/2023,Organic Social,web,645,2257.82,14,505,97,75.78
Good Sessions,2/15/2023,Paid Search,Android,702,850.75,6,598,62.5,0
Good Sessions,2/15/2023,Paid Search,iOS,212,91.37,1,192,10,0
Good Sessions,2/15/2023,Paid Search,web,21024,46521.84,335,13194,3554.11,2763.38
Good Sessions,2/15/2023,Paid Social,web,12104,19742.75,155,6632,1366.5,1103.53
Good Sessions,2/15/2023,Paid Video,web,7,102.28,1,3,10,2.88
Good Sessions,2/15/2023,Payment Redirects,web,428,7197.18,38,310,418,409.25
Good Sessions,2/15/2023,Referral,web,206,763.54,3,115,20,51.9
Good Sessions,2/15/2023,SMS,web,17307,25731.98,152,8087,1148.5,1527.6
Good Sessions,2/15/2023,Unassigned,Android,34,0,0,0,0,0
Good Sessions,2/15/2023,Unassigned,iOS,104,173.93,1,1,0,0
Good Sessions,2/15/2023,Unassigned,web,1458,2625.4,19,0,164,146.86
Good Sessions,2/16/2023,Affiliates,web,2837,26850.44,137,2030,935,1398.97
Good Sessions,2/16/2023,Direct,Android,59,456,3,50,10,0
Good Sessions,2/16/2023,Direct,iOS,5502,18016.17,117,4881,1287,0
Good Sessions,2/16/2023,Direct,web,22678,65868.13,419,12683,4421.69,3992.19
Good Sessions,2/16/2023,Display,web,807,294.41,2,180,45,21.83
Good Sessions,2/16/2023,Email,Android,1,0,0,1,0,0
Good Sessions,2/16/2023,Email,iOS,6,186.01,1,5,0,0
Good Sessions,2/16/2023,Email,web,18813,52296,271,11255,1860.41,3013.45
Good Sessions,2/16/2023,Organic Search,Android,189,770.43,6,171,53,0
Good Sessions,2/16/2023,Organic Search,web,9820,19267.66,112,7169,1127.77,1148.54
Good Sessions,2/16/2023,Organic Shopping,web,91,255.84,3,72,20,19.75
Good Sessions,2/16/2023,Organic Social,Android,41,148.13,1,38,10,0
Good Sessions,2/16/2023,Organic Social,web,1182,2289.38,13,923,109.5,57.56
Good Sessions,2/16/2023,Paid Search,Android,785,1512.19,7,693,42.5,0
Good Sessions,2/16/2023,Paid Search,iOS,262,0,0,235,0,0
Good Sessions,2/16/2023,Paid Search,web,22984,56661.55,405,14507,3990.94,3486.61
Good Sessions,2/16/2023,Paid Social,web,12477,25905.77,186,7216,1425,1347.98
Good Sessions,2/16/2023,Paid Video,web,5,0,0,0,0,0
Good Sessions,2/16/2023,Payment Redirects,web,656,4232.78,31,516,311.5,246.42
Good Sessions,2/16/2023,Referral,web,216,219.89,2,130,10,16.17
Good Sessions,2/16/2023,SMS,web,14315,37063.05,197,7393,1357.5,2204.74
Good Sessions,2/16/2023,Unassigned,Android,37,0,0,0,0,0
Good Sessions,2/16/2023,Unassigned,iOS,98,132.72,1,0,10,0
Good Sessions,2/16/2023,Unassigned,web,1676,5346.77,36,4,319,321.1
Good Sessions,2/17/2023,Affiliates,web,2737,27767.78,150,1979,1021.5,1427.53
Good Sessions,2/17/2023,Direct,Android,53,295.74,2,45,22.5,0
Good Sessions,2/17/2023,Direct,iOS,5531,19960.97,121,4904,1195.5,0
Good Sessions,2/17/2023,Direct,web,22386,68662.28,424,12132,3929.36,4036.36
Good Sessions,2/17/2023,Display,web,719,0,0,117,0,0
Good Sessions,2/17/2023,Email,Android,3,225.18,1,3,22.5,0
Good Sessions,2/17/2023,Email,iOS,6,0,0,6,0,0
Good Sessions,2/17/2023,Email,web,17213,46501.57,284,10133,1874.08,2753.45
Good Sessions,2/17/2023,Organic Search,Android,187,517.24,6,167,69,0
Good Sessions,2/17/2023,Organic Search,web,9485,18707.57,114,6907,930.76,1229.75
Good Sessions,2/17/2023,Organic Shopping,web,98,144.69,1,64,13,10.73
Good Sessions,2/17/2023,Organic Social,Android,47,0,0,43,0,0
Good Sessions,2/17/2023,Organic Social,web,836,3156.96,18,642,139.5,164.43
Good Sessions,2/17/2023,Organic Video,web,2,0,0,1,0,0
Good Sessions,2/17/2023,Paid Search,Android,874,1050.58,6,768,42.5,0
Good Sessions,2/17/2023,Paid Search,iOS,252,208.35,1,231,0,0
Good Sessions,2/17/2023,Paid Search,web,21346,62381.92,452,14413,4249.5,3688.19
Good Sessions,2/17/2023,Paid Social,web,12924,29038.1,192,7299,1441.5,1642.57
Good Sessions,2/17/2023,Paid Video,web,3,0,0,0,0,0
Good Sessions,2/17/2023,Payment Redirects,web,512,9975.9,52,395,592,641.42
Good Sessions,2/17/2023,Referral,web,189,504.26,4,116,35.87,72.29
Good Sessions,2/17/2023,SMS,web,12566,36053.42,202,6352,1369,2019.12
Good Sessions,2/17/2023,Unassigned,Android,39,0,0,0,0,0
Good Sessions,2/17/2023,Unassigned,iOS,118,595.85,4,0,20,0
Good Sessions,2/17/2023,Unassigned,web,1429,8631.62,50,6,444.22,495.04
Good Sessions,2/18/2023,Affiliates,web,2642,19559.39,121,1915,900.5,1126.59
Good Sessions,2/18/2023,Direct,Android,55,211.67,1,52,0,0
Good Sessions,2/18/2023,Direct,iOS,5635,15033.66,109,5036,1094,0
Good Sessions,2/18/2023,Direct,web,24120,59727.15,397,13584,3747.64,3502.58
Good Sessions,2/18/2023,Display,web,447,0,0,99,0,0
Good Sessions,2/18/2023,Email,Android,2,0,0,2,0,0
Good Sessions,2/18/2023,Email,iOS,4,0,0,4,0,0
Good Sessions,2/18/2023,Email,web,16571,57115.04,333,10350,2489.11,3514.73
Good Sessions,2/18/2023,Mobile Push Notifications,iOS,1,0,0,1,0,0
Good Sessions,2/18/2023,Organic Search,Android,193,814.97,5,178,98,0
Good Sessions,2/18/2023,Organic Search,web,10248,15013.13,89,7387,918.13,996.19
Good Sessions,2/18/2023,Organic Shopping,web,57,170.87,1,38,10,13.03
Good Sessions,2/18/2023,Organic Social,Android,56,0,0,48,0,0
Good Sessions,2/18/2023,Organic Social,web,811,2845.11,16,642,94,158.45
Good Sessions,2/18/2023,Paid Search,Android,921,1056.57,7,797,43,0
Good Sessions,2/18/2023,Paid Search,iOS,323,166.83,2,296,44,0
Good Sessions,2/18/2023,Paid Search,web,24639,61527.09,436,16308,4049,3507.9
Good Sessions,2/18/2023,Paid Social,web,12778,28094.19,201,7486,1441,1564.93
Good Sessions,2/18/2023,Paid Video,web,2,0,0,1,0,0
Good Sessions,2/18/2023,Payment Redirects,web,458,6967.93,42,329,433,408.64
Good Sessions,2/18/2023,Referral,web,177,803.43,4,97,39.27,5.33
Good Sessions,2/18/2023,SMS,web,13463,44037.63,229,6556,1388.5,2679.16
Good Sessions,2/18/2023,Unassigned,Android,32,159.59,1,0,0,0
Good Sessions,2/18/2023,Unassigned,iOS,114,0,0,0,0,0
Good Sessions,2/18/2023,Unassigned,web,1550,8834.29,50,0,408.33,527.08
Good Sessions,2/19/2023,Affiliates,web,2900,27652.16,163,2083,1048.2,1450.09
Good Sessions,2/19/2023,Direct,Android,76,409.59,3,65,23,0
Good Sessions,2/19/2023,Direct,iOS,5816,17734.26,118,5226,1104.5,0
Good Sessions,2/19/2023,Direct,web,24944,76647.5,478,13689,4071.85,4520.84
Good Sessions,2/19/2023,Display,web,482,0,0,98,0,0
Good Sessions,2/19/2023,Email,Android,2,0,0,2,0,0
Good Sessions,2/19/2023,Email,iOS,8,178.35,1,8,0,0
Good Sessions,2/19/2023,Email,web,18974,65908.99,379,12366,2348.28,3955.72
Good Sessions,2/19/2023,Organic Search,Android,218,438.91,3,188,20,0
Good Sessions,2/19/2023,Organic Search,web,10286,20392.7,118,7429,1009.18,1400.1
Good Sessions,2/19/2023,Organic Shopping,web,113,346.53,2,78,10,22.34
Good Sessions,2/19/2023,Organic Social,Android,73,0,0,64,0,0
Good Sessions,2/19/2023,Organic Social,web,948,2826.4,17,767,93,162.76
Good Sessions,2/19/2023,Paid Search,Android,899,1754.17,11,768,108,0
Good Sessions,2/19/2023,Paid Search,iOS,288,1398.83,5,261,10,0
Good Sessions,2/19/2023,Paid Search,web,27053,76093.29,520,18216,5094,4486.18
Good Sessions,2/19/2023,Paid Social,web,15124,26855.24,188,8703,1560,1468.13
Good Sessions,2/19/2023,Paid Video,web,6,0,0,1,0,0
Good Sessions,2/19/2023,Payment Redirects,web,512,7903.1,35,377,311.5,518.23
Good Sessions,2/19/2023,Referral,web,213,321.97,2,97,0,9.13
Good Sessions,2/19/2023,SMS,web,13761,46559.66,258,6675,1840.5,2620.21
Good Sessions,2/19/2023,Unassigned,Android,37,0,0,0,0,0
Good Sessions,2/19/2023,Unassigned,iOS,131,239.98,1,0,34,0
Good Sessions,2/19/2023,Unassigned,web,1909,9224.51,59,1,420.98,500.52
Good Sessions,2/20/2023,Affiliates,web,2773,26351.76,154,1963,1143,1436
Good Sessions,2/20/2023,Direct,Android,63,593,2,53,32.5,0
Good Sessions,2/20/2023,Direct,iOS,5690,21229.48,140,5012,1232,0
Good Sessions,2/20/2023,Direct,web,25517,79799.92,497,14294,4164.53,4888.37
Good Sessions,2/20/2023,Display,web,608,179.99,1,118,34,12.55
Good Sessions,2/20/2023,Email,Android,3,0,0,3,0,0
Good Sessions,2/20/2023,Email,iOS,4,0,0,3,0,0
Good Sessions,2/20/2023,Email,web,18134,73455.95,419,10915,2425.09,4321.46
Good Sessions,2/20/2023,Organic Search,Android,211,881.15,6,193,30,0
Good Sessions,2/20/2023,Organic Search,web,10298,20901.03,132,7177,1225.86,1474.9
Good Sessions,2/20/2023,Organic Shopping,web,150,906.71,5,106,20,50.09
Good Sessions,2/20/2023,Organic Social,Android,40,0,0,35,0,0
Good Sessions,2/20/2023,Organic Social,web,897,2546.39,14,697,108.5,169.54
Good Sessions,2/20/2023,Organic Video,web,2,0,0,1,0,0
Good Sessions,2/20/2023,Paid Search,Android,979,3188.31,9,849,33,0
Good Sessions,2/20/2023,Paid Search,iOS,238,372.73,2,210,10,0
Good Sessions,2/20/2023,Paid Search,web,26081,74227.79,508,17410,4690.84,4514.52
Good Sessions,2/20/2023,Paid Social,web,14613,26247.26,175,8286,1236,1432.25
Good Sessions,2/20/2023,Paid Video,web,4,0,0,2,0,0
Good Sessions,2/20/2023,Payment Redirects,web,540,8840.61,50,387,423.5,545.31
Good Sessions,2/20/2023,Referral,web,226,1660.68,5,125,59.4,232.74
Good Sessions,2/20/2023,SMS,web,13630,47169.22,276,6529,1893,2750.19
Good Sessions,2/20/2023,Unassigned,Android,53,141.82,1,0,10,0
Good Sessions,2/20/2023,Unassigned,iOS,130,344.81,2,0,22.5,0
Good Sessions,2/20/2023,Unassigned,web,1531,10674.58,52,0,439.3,815.05
Good Sessions,2/21/2023,Affiliates,web,2616,16113.36,97,1788,600.5,770.84
Good Sessions,2/21/2023,Direct,Android,59,647.6,2,52,22.5,0
Good Sessions,2/21/2023,Direct,iOS,5525,17209.58,108,4814,1095,0
Good Sessions,2/21/2023,Direct,web,26389,65566.78,378,14287,3646.27,3925.54
Good Sessions,2/21/2023,Display,web,611,0,0,142,0,0
Good Sessions,2/21/2023,Email,Android,4,160.67,1,4,34,0
Good Sessions,2/21/2023,Email,iOS,2,0,0,0,0,0
Good Sessions,2/21/2023,Email,web,17981,45352.65,262,11032,1808.52,2728.81
Good Sessions,2/21/2023,Organic Search,Android,191,527.87,4,174,30,0
Good Sessions,2/21/2023,Organic Search,web,9804,14905.18,89,6967,808.87,857.79
Good Sessions,2/21/2023,Organic Shopping,web,138,430.08,2,99,22.5,21.6
Good Sessions,2/21/2023,Organic Social,Android,55,0,0,45,0,0
Good Sessions,2/21/2023,Organic Social,web,898,3689.85,17,712,95.5,193.17
Good Sessions,2/21/2023,Organic Video,web,2,0,0,1,0,0
Good Sessions,2/21/2023,Paid Search,Android,874,1479.95,10,764,120,0
Good Sessions,2/21/2023,Paid Search,iOS,284,943.36,2,255,10,0
Good Sessions,2/21/2023,Paid Search,web,22775,53976.95,365,14873,3436.35,3074.84
Good Sessions,2/21/2023,Paid Social,web,13707,23227.41,166,7754,1347,1100.78
Good Sessions,2/21/2023,Paid Video,web,2,0,0,2,0,0
Good Sessions,2/21/2023,Payment Redirects,web,418,6678.19,31,278,291,320.75
Good Sessions,2/21/2023,Referral,web,179,231.15,2,110,13,11.75
Good Sessions,2/21/2023,SMS,web,13210,35009.42,189,5871,1185,2017.13
Good Sessions,2/21/2023,Unassigned,Android,57,0,0,0,0,0
Good Sessions,2/21/2023,Unassigned,iOS,110,31,1,0,10,0
Good Sessions,2/21/2023,Unassigned,web,1369,6090.34,39,1,280.5,327.14
Good Sessions,2/22/2023,Affiliates,web,2751,22809.33,136,1947,905.5,1304.91
Good Sessions,2/22/2023,Direct,Android,98,1498.32,6,80,20,0
Good Sessions,2/22/2023,Direct,iOS,6947,19455.22,120,5958,1255.5,0
Good Sessions,2/22/2023,Direct,web,25869,71430.22,456,14484,4504.5,4066.8
Good Sessions,2/22/2023,Display,web,793,0,0,143,0,0
Good Sessions,2/22/2023,Email,Android,2,0,0,2,0,0
Good Sessions,2/22/2023,Email,iOS,13,315.92,2,12,13,0
Good Sessions,2/22/2023,Email,web,20720,77177.8,420,13184,2830.16,4582.12
Good Sessions,2/22/2023,Organic Search,Android,229,319.22,4,205,40,0
Good Sessions,2/22/2023,Organic Search,web,9612,23383.99,129,7129,1396.11,1765.44
Good Sessions,2/22/2023,Organic Shopping,web,108,505.72,2,86,0,8.23
Good Sessions,2/22/2023,Organic Social,Android,74,0,0,67,0,0
Good Sessions,2/22/2023,Organic Social,web,964,3139.99,17,721,190.5,159.17
Good Sessions,2/22/2023,Paid Search,Android,1134,2398.22,15,950,70,0
Good Sessions,2/22/2023,Paid Search,iOS,338,634.27,2,297,0,0
Good Sessions,2/22/2023,Paid Search,web,21901,72695.33,485,14931,4878.5,4226.94
Good Sessions,2/22/2023,Paid Social,web,13048,23211.55,162,7569,1233,1230.86
Good Sessions,2/22/2023,Paid Video,web,5,0,0,1,0,0
Good Sessions,2/22/2023,Payment Redirects,web,472,7669.28,43,349,338.5,422.26
Good Sessions,2/22/2023,Referral,web,155,190.36,1,97,0,0
Good Sessions,2/22/2023,SMS,web,16229,59781.61,317,7703,2266.5,3293.88
Good Sessions,2/22/2023,Unassigned,Android,54,0,0,0,0,0
Good Sessions,2/22/2023,Unassigned,iOS,137,597.41,1,1,34,0
Good Sessions,2/22/2023,Unassigned,web,1675,9152.68,49,0,304.5,642.39
Good Sessions,2/23/2023,Affiliates,web,2967,22951.98,138,1952,1045.5,1274.01
Good Sessions,2/23/2023,Direct,Android,90,927.01,4,81,30,0
Good Sessions,2/23/2023,Direct,iOS,7189,18280.15,123,6173,1219.5,0
Good Sessions,2/23/2023,Direct,web,25527,62696,423,14644,4081.34,3669.15
Good Sessions,2/23/2023,Display,web,1392,146.88,2,177,20,10.92
Good Sessions,2/23/2023,Email,Android,4,0,0,4,0,0
Good Sessions,2/23/2023,Email,iOS,9,0,0,7,0,0
Good Sessions,2/23/2023,Email,web,22813,53402.36,358,13971,2955.92,3064.8
Good Sessions,2/23/2023,Organic Search,Android,264,985.76,7,231,72.5,0
Good Sessions,2/23/2023,Organic Search,web,9960,16198.23,101,7088,1095.7,1472.02
Good Sessions,2/23/2023,Organic Shopping,web,111,58.85,1,80,13,4.45
Good Sessions,2/23/2023,Organic Social,Android,50,0,0,42,0,0
Good Sessions,2/23/2023,Organic Social,web,906,3209.76,20,673,175,154.28
Good Sessions,2/23/2023,Organic Video,web,3,0,0,2,0,0
Good Sessions,2/23/2023,Paid Search,Android,1223,1150.53,8,1023,82.5,0
Good Sessions,2/23/2023,Paid Search,iOS,328,193.08,2,294,20,0
Good Sessions,2/23/2023,Paid Search,web,21140,62061.62,438,13853,4529,3489.05
Good Sessions,2/23/2023,Paid Social,web,12627,22540.32,162,7161,1415,1204.89
Good Sessions,2/23/2023,Paid Video,web,3,0,0,1,0,0
Good Sessions,2/23/2023,Payment Redirects,web,449,6728.56,40,336,348.5,404.19
Good Sessions,2/23/2023,Referral,web,156,843.21,5,110,52.29,31.62
Good Sessions,2/23/2023,SMS,web,18277,41292.37,263,8583,2054.5,2530.47
Good Sessions,2/23/2023,Unassigned,Android,54,0,0,0,0,0
Good Sessions,2/23/2023,Unassigned,iOS,154,1359.12,4,0,23,0
Good Sessions,2/23/2023,Unassigned,web,1796,8647.22,54,1,453,528.19
Good Sessions,2/24/2023,Affiliates,web,2776,20901.11,122,2054,956.5,1326.81
Good Sessions,2/24/2023,Direct,Android,89,271.89,2,79,20,0
Good Sessions,2/24/2023,Direct,iOS,7032,15136.43,114,6001,1176.5,0
Good Sessions,2/24/2023,Direct,web,24907,66393.17,460,17710,4620.12,4017.61
Good Sessions,2/24/2023,Display,web,888,116.54,1,131,10,9.23
Good Sessions,2/24/2023,Email,Android,5,0,0,4,0,0
Good Sessions,2/24/2023,Email,iOS,14,153.31,1,12,22.5,0
Good Sessions,2/24/2023,Email,web,23857,64485.06,402,17155,3104.95,4014.93
Good Sessions,2/24/2023,Organic Search,Android,259,818.94,8,224,86,0
Good Sessions,2/24/2023,Organic Search,web,9570,21301.39,113,7257,1175.72,1593.5
Good Sessions,2/24/2023,Organic Shopping,web,102,47.28,1,98,10,3.3
Good Sessions,2/24/2023,Organic Social,Android,40,0,0,35,0,0
Good Sessions,2/24/2023,Organic Social,web,736,1136.09,7,644,46,59.91
Good Sessions,2/24/2023,Organic Video,web,4,0,0,3,0,0
Good Sessions,2/24/2023,Paid Search,Android,1025,1183.49,9,854,60,0
Good Sessions,2/24/2023,Paid Search,iOS,295,709.96,3,258,23,0
Good Sessions,2/24/2023,Paid Search,web,20273,61154.83,438,17240,4540.5,3635.28
Good Sessions,2/24/2023,Paid Social,web,11457,18790.65,136,10216,1019.5,987.97
Good Sessions,2/24/2023,Paid Video,web,4,0,0,2,0,0
Good Sessions,2/24/2023,Payment Redirects,web,465,6626.75,40,329,327.5,399.66
Good Sessions,2/24/2023,Referral,web,126,472.75,4,88,41.56,57.95
Good Sessions,2/24/2023,SMS,web,14212,37209.72,254,7794,2006.5,2186.67
Good Sessions,2/24/2023,Unassigned,Android,83,170.76,1,0,0,0
Good Sessions,2/24/2023,Unassigned,iOS,137,155.04,1,0,34,0
Good Sessions,2/24/2023,Unassigned,web,1708,7284.4,53,0,442.36,415.72
Good Sessions,2/25/2023,Affiliates,web,2871,18711.58,130,2159,1016.5,1133.5
Good Sessions,2/25/2023,Direct,Android,121,373.44,3,92,30,0
Good Sessions,2/25/2023,Direct,iOS,7186,13783.75,105,6177,1235.5,0
Good Sessions,2/25/2023,Direct,web,25840,49480.52,352,18019,3670.04,2829.87
Good Sessions,2/25/2023,Display,web,582,0,0,93,0,0
Good Sessions,2/25/2023,Email,Android,2,0,0,2,0,0
Good Sessions,2/25/2023,Email,iOS,8,0,0,7,0,0
Good Sessions,2/25/2023,Email,web,19598,51325.25,341,13668,2837.86,3028.03
Good Sessions,2/25/2023,Organic Search,Android,250,769.28,5,226,20,0
Good Sessions,2/25/2023,Organic Search,web,11185,15732.4,107,8497,1009,1082.84
Good Sessions,2/25/2023,Organic Shopping,web,95,51.49,1,91,10,3.49
Good Sessions,2/25/2023,Organic Social,Android,52,0,0,41,0,0
Good Sessions,2/25/2023,Organic Social,web,775,1322.36,8,662,74,84.7
Good Sessions,2/25/2023,Organic Video,web,2,0,0,1,0,0
Good Sessions,2/25/2023,Paid Search,Android,1022,557.15,5,845,55.5,0
Good Sessions,2/25/2023,Paid Search,iOS,273,62.99,1,236,10,0
Good Sessions,2/25/2023,Paid Search,web,17951,47379.73,323,14862,2834,2822.81
Good Sessions,2/25/2023,Paid Social,web,12511,21628.55,145,11366,1210,1233.84
Good Sessions,2/25/2023,Paid Video,web,8,0,0,4,0,0
Good Sessions,2/25/2023,Payment Redirects,web,419,9775.62,55,323,328,507.42
Good Sessions,2/25/2023,Referral,web,106,254.01,3,73,43.56,32.74
Good Sessions,2/25/2023,SMS,web,18550,45785.46,280,10766,2135.5,2700.86
Good Sessions,2/25/2023,Unassigned,Android,67,0,0,0,0,0
Good Sessions,2/25/2023,Unassigned,iOS,150,0,0,0,0,0
Good Sessions,2/25/2023,Unassigned,web,1904,8367.33,53,1,350.5,418.46
Good Sessions,2/26/2023,Affiliates,web,2928,21473.67,134,2113,924.5,1229.23
Good Sessions,2/26/2023,Direct,Android,96,122.18,1,79,10,0
Good Sessions,2/26/2023,Direct,iOS,7165,13595.89,102,6153,971,0
Good Sessions,2/26/2023,Direct,web,27223,51515.01,375,19510,3511.04,3186.19
